dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
tasic2016_scrnaseq,VISp scRNA-seq,scRNA-seq,,no,Mouse,Primary visual cortex,,,,GSE115746,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115746/suppl/GSE115746_complete_metadata_28706-cells.csv.gz,,"Tasic et al., Adult mouse cortical cell taxonomy revealed by single cell transcriptomics, Nature Neuroscience (2016)",https://doi.org/10.1038/nn.4216,2016,no,,
saunders2018_dropseq_2,Mouse brain atlas (Saunders et al.),Drop-seq,,no,Mouse,Adult mouse brain,,,,GSE116470,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116470/suppl/GSE116470_metacells.BrainCellAtlas_Saunders_version_2018.04.01.csv.gz,,"Saunders et al., A Single-Cell Atlas of Cell Types, States, and Other Transcriptional Patterns from Nine Regions of the Adult Mouse Brain, NCBI Gene Expression Omnibus (2018)",https://doi.org/10.1101/299081,2018,no,,
kozareva2021_10x_chromium,Mouse cerebellar cortex (Kozareva et al.),10x Chromium (v3),,no,Mouse,Cerebellar cortex,,,,GSE165371,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165371/suppl/GSE165371_cb_processed_initial.tar.gz,,"Kozareva et al., A transcriptomic atlas of mouse cerebellar cortex reveals novel cell types, NCBI Gene Expression Omnibus (2021)",https://doi.org/10.1038/s41586-021-03220-z,2021,no,,
park2018_scrnaseq_2,Mouse kidney (Park et al.),scRNA-seq,,no,Mouse,Kidney,,,,GSE107585,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107585/suppl/GSE107585_Mouse_kidney_single_cell_datamatrix.txt.gz,,"Park et al., Comprehensive single cell RNAseq analysis of the kidney reveals novel cell types and unexpected cell plasticity, NCBI Gene Expression Omnibus (2018)",https://doi.org/10.1101/203125,2018,no,,
yao2021_10x_chromium,Mouse brain cortex (Yao et al.),10x Chromium,,no,Mouse,Brain cortex and hippocampal formation,,,,Allen Brain Atlas Mouse-whole-cortex-and-hippocampus-10x,,,"Yao et al., A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation, Cell (2021)",https://doi.org/10.1101/2020.03.30.015214,2021,no,,
hela_cytoplasmic_quantitative,"HeLa cytoplasmic, nuclear, and nucleolar proteome turnover and localization dataset",Quantitative mass spectrometry and SILAC,,no,Human,HeLa cells,,,,http://www.lamondlab.com/turnover/,,,,,,yes,,original publication link unresolved (Crossref miss)
open_st_dataset_2024_illumina_nov,Open-ST dataset (Human head and neck squamous cell carcinoma metastatic lymph node tissue),Illumina NovaSeq 6000,,no,Human,metastatic lymph node tissue,,,,GSE251926,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE251926&format=file,,Protocol for high-resolution 3D spatial transcriptomics using Open-ST,https://doi.org/10.1016/j.xpro.2024.103521,2024,yes,,
pal2021_scrnaseq,Normal breast tissue scRNA-seq dataset (N0233),scRNA-seq,,no,human,normal breast tissue,,,,,,,"Pal et al., A single-cell RNA expression atlas of normal, preneoplastic and tumorigenic states in the human breast, EMBO J (2021)",https://doi.org/10.3410/f.740061637.793591647,2021,no,,
scrnaseq_of_inte2022_scrnaseq,scRNAseq of intestinal epithelial cells,scRNA-seq,,no,mouse,colon,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163638,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE163638&format=file,,The spatial transcriptomic landscape of the healing mouse intestine following damage,https://doi.org/10.1038/s41467-022-28497-0,2022,yes,,
czarnewski2019_bulk_rnaseq,Mouse longitudinal DSS kinetics RNAseq,bulk RNA-seq,,no,mouse,colonic tissue,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131032,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE131032&format=file,,"Czarnewski et al., Conserved transcriptomic profile between mouse and human colitis allows unsupervised patient stratification, Nat. Commun. (2019)",https://doi.org/10.1038/s41467-019-10769-x,2019,no,,
fawknercorbett2021_scrnaseq,Human scRNAseq developing gut,scRNA-seq,,no,human,gut,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158702,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE158702&format=file,,"Fawkner-Corbett et al., Spatiotemporal analysis of human intestinal development at single-cell resolution, Cell (2021)",https://doi.org/10.1016/j.cell.2020.12.016,2021,no,,
micali2023_scrnaseq,Macaque fetal cortex scRNA-seq dataset,scRNA-seq,,no,Macaque,Telencephalon/Cortex,,,,http://resources.sestanlab.org/devmacaquebrain/,,,"Micali et al., Molecular programs of regional specification and neural stem cell fate progression in macaque telencephalon, Science (2023)",https://doi.org/10.1126/science.adf3786,2023,no,,
snrna_seq_datase2025_snrnaseq,snRNA-seq dataset of human liver,snRNA-seq,,no,Human,Liver,,,,GSE210077,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE210077&format=file,,Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution,https://doi.org/10.1038/s41467-024-55325-4,2025,yes,,
schaum2018_singlecell_r,Tabula Muris public mouse spleen dataset,Single-cell RNA-seq (Drop-seq),,no,mouse,spleen,,,,,,,"Schaum et al., Single-cell transcriptomics of 20 mouse organs creates a Tabula Muris, Nature (2018)",https://doi.org/10.3410/f.734142569.793569389,2018,no,,
maitra2023_snrnaseq,MDD snRNA-seq atlas dataset,snRNA-seq,,no,human,dorsolateral prefrontal cortex,,,,https://www.nature.com/articles/s41467-023-38530-5,,,"Maitra et al., Cell type specific transcriptomic differences in depression show similar patterns between males and females but implicate distinct cell types and genes, Nat Commun (2023)",https://doi.org/10.1101/2022.09.23.509254,2023,no,,
hodge2019_snrnaseq,Hodge et al. snRNA-seq dataset,snRNA-seq,,no,human,cortex,,,,,,,"Hodge et al., Conserved cell types with divergent features in human versus mouse cortex, Nature (2019)",https://doi.org/10.3410/f.736463800.793571577,2019,no,,
he2017_bulk_rnaseq,He et al. bulk RNA-seq dataset,bulk RNA-seq,,no,human,neocortical layers,,,,,,,"He et al., Comprehensive transcriptome analysis of neocortical layers in humans, chimpanzees and macaques, Nat. Neurosci (2017)",https://doi.org/10.1038/nn.4548,2017,no,,
mathys2019_snrnaseq,Mathys et al. snRNA-seq dataset,snRNA-seq,,no,human,prefrontal cortex,,,,,,,"Mathys et al., Single-cell transcriptomic analysis of Alzheimer’s disease, Nature (2019)",https://doi.org/10.1177/13872877251378007,2019,no,,
velmeshev2019_snrnaseq,Velmeshev et al. snRNA-seq dataset,snRNA-seq,,no,human,prefrontal cortex and anterior cingulate cortex,,,,https://cells.ucsc.edu/,,,"Velmeshev et al., Single-cell genomics identifies cell type-specific molecular changes in autism, Science (2019)",https://doi.org/10.3410/f.735772329.793561440,2019,no,,
dlpfc_snrna_seq__10x_genomics,DLPFC snRNA-seq dataset,10x Genomics Chromium Single Cell Gene Expression V3,,no,human,dorsolateral prefrontal cortex,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
ge2020_scrnaseq,GSE131498,scRNA-seq,,no,mouse,dorsal skin,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131498,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131498/suppl/GSE131498_scRNA_seq_skin.txt.gz,,"Ge et al., Single-cell Transcriptome Profiling reveals Dermal and Epithelial cell fate decisions during Embryonic Hair Follicle Development, Theranostics (2020)",https://doi.org/10.7150/thno.44306,2020,no,,"accession GSE131498 found in the original publication (sole accession in that paper), verified live"
han2018_scrnaseq,GSE108097,scRNA-seq,,no,mouse,various tissues,,,,,,,"Han et al., Mapping the Mouse Cell Atlas by Microwell-Seq, Cell (2018)",https://doi.org/10.3410/f.732738621.793547161,2018,no,,
smalley2021_scrnaseq,Human melanoma single-cell RNA-seq dataset,scRNA-seq,,no,Human,Metastatic melanoma,,,,GSE174401,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174401/suppl/GSE174401_filtered_feature_bc_matrix.h5,,"Smalley et al., Single-cell characterization of the immune microenvironment of melanoma brain and leptomeningeal metastases, Clin. Cancer Res. (2021)",https://doi.org/10.1158/1078-0432.c.6530586,2021,no,,
zhang2023_scrnaseq,AMP RA phase II database,scRNA-seq,,no,human,synovial membrane,,,,,,,"Zhang et al., Deconstruction of rheumatoid arthritis synovium defines inflammatory subtypes, Nature (2023)",,2023,no,,original publication link unresolved (Crossref miss)
scrna_seq_datase2024_10x_scrnaseq,scRNA-seq dataset,10X scRNA-seq,,no,mouse,brain (hippocampus),,,,GSE274058,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE274058&format=file,,Spatial Perturb-Seq: Single-Cell Functional Genomics within Intact Tissue Architecture,https://doi.org/10.1101/2024.12.19.628843,2024,yes,,
tiva_isolated_si2014_illumina_100,TIVA-isolated single neuron transcriptome data (mouse dispersed cells and live tissue/hippocampal slices) and human brain single cell TIVA data,Illumina 1000 sequencing (RNA-seq),,no,Mouse and human,"Brain (mouse dispersed brain cells, mouse acute hippocampal slices, and human surgically resected frontal cortex tissue)",,,,GSE52525,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE52525&format=file,,Transcriptome In Vivo Analysis (TIVA) of spatially defined single cells in intact live mouse and human brain tissue,https://doi.org/10.1038/nmeth.2804,2014,yes,,
10x_genomics_cri2021_10x_genomics,10x Genomics CRISPRa screen dataset,10x Genomics scRNA-seq,,no,Mouse,Mouse embryonic stem cells,,,,GSE135621,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE135621&format=file,,Pooled CRISPR-activation screening coupled with single-cell RNA-seq in mouse embryonic stem cells,https://doi.org/10.1016/j.xpro.2021.100426,2021,yes,,
ghandi2019_rnaseq,Cancer Cell Line Encyclopedia (CCLE) bulk RNA-seq,RNA-seq,,no,Human,Cell lines,,,,,,,"Ghandi et al., Next-generation characterization of the cancer cell line encyclopedia, Nature (2019)",https://doi.org/10.3410/f.735709859.793560036,2019,no,,
the2013_rnaseq,TCGA bulk RNA-seq,RNA-seq,,no,Human,"Tumor types (colon, rectal, lung)",,,,,,,"The Cancer Genome Atlas Research Network et al., The Cancer Genome Atlas Pan-Cancer analysis project, Nat Genet (2013)",https://doi.org/10.1038/ng.2764,2013,no,,
image_seq_10x_sc2022_10x_genomics,Image-seq 10x scRNA-seq and SMARTseq-v4 datasets,10x Genomics Chromium and SMARTseq-v4,,no,mouse,bone marrow,,,,GSE188902,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE188902&format=file,,Image-seq: spatially resolved single-cell sequencing guided by in situ and in vivo imaging,https://doi.org/10.1038/s41592-022-01673-2,2022,yes,,
craave_seq_in_vi2025_craaveseq_aa,"CrAAVe-seq in vivo pooled CRISPR screening datasets (M1, M3, and Chaperone libraries)",CrAAVe-seq (AAV episome sequencing / Illumina sequencing),,no,Mouse,Brain,,,,10.5061/dryad.0k6djhb9t,,,CRISPR screening by AAV episome-sequencing (CrAAVe-seq): a scalable cell-type-specific in vivo platform uncovers neuronal essential genes,https://doi.org/10.1038/s41593-025-02043-9,2025,yes,,
chen2017_scrnaseq,Hypothalamus scRNA-seq dataset,scRNA-seq,,no,mouse,hypothalamus,,,,,,,"Chen et al., Single-cell RNA-seq reveals hypothalamic cell iversity, Cell Rep. (2017)",https://doi.org/10.1016/j.celrep.2017.03.004,2017,no,,
stewart2019_scrnaseq,Human kidney scRNA-seq dataset,scRNA-seq,,no,human,kidney,,,,,,,"Stewart et al., Spatiotemporal immune zonation of the human kidney, Science (2019)",,2019,no,,original publication link unresolved (Crossref miss)
medaglia2017_photoactivat,Immune niches dataset,photoactivatable reporters and scRNA-seq,,no,,,,,,,,,"Medaglia et al., Spatial reconstruction of immune niches by combining photoactivatable reporters and scRNA-seq, Science (2017)",https://doi.org/10.3410/f.732248624.793541129,2017,no,,
10x_chromium_scr2024_10x_chromium,10X Chromium scRNA-seq dataset,10X Chromium,,no,mouse,cortex,,,,PRJNA952594,,,Integrating single-cell and spatially resolved transcriptomic strategies to survey the astrocyte response to stroke in male mice,https://doi.org/10.1038/s41467-024-45821-y,2024,yes,,
stoeckius2017_citeseq,CITE-seq immune cell data,CITE-seq,,no,,immune subpopulations,,,,,,,"Stoeckius et al., Simultaneous epitope and transcriptome measurement in single cells, Nat Methods (2017)",,2017,no,,original publication link unresolved (Crossref miss)
small_rna_sequen2022_hiseq2500,Small RNA-sequencing of regenerating mouse hindlimb muscle and Type 1-Lang reovirus-infected mouse heart,HiSeq2500,,no,mouse,tibialis anterior skeletal muscle and heart,,notexin injection injury,,GSE200480,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE200480&format=file,,Spatial mapping of the total transcriptome by in situ polyadenylation,https://doi.org/10.1038/s41587-022-01517-6,2022,yes,,
wu2021_scrnaseq,Human breast cancer scRNA-seq data,scRNA-seq,,no,Human,Breast tissue,,,,GSE176078,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE176078&format=file,,"Wu et al., A single-cell and spatially resolved atlas of human breast cancers, Nat. Genet. (2021)",,2021,no,,original publication link unresolved (Crossref miss)
tuong2021_scrnaseq,Human prostate cancer scRNA-seq data,scRNA-seq,,no,Human,Prostate tissue,,,,,,,"Tuong et al., Resolving the immune landscape of human prostate at a single-cell level in health and cancer, Cell Rep. (2021)",,2021,no,,original publication link unresolved (Crossref miss)
zhang2022_scrnaseq,Human ovarian cancer scRNA-seq data,scRNA-seq,,no,Human,Ovarian cancer tissue,,,,GSE165897,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165897/suppl/GSE165897_UMIcounts_HGSOC.tsv.gz,,"Zhang et al., Longitudinal single-cell RNA-seq analysis reveals stress-promoted chemoresistance in metastatic ovarian cancer, Sci. Adv. (2022)",,2022,no,,original publication link unresolved (Crossref miss)
nowotschin2019_10x_genomics,Gut tube scRNA-seq dataset,10x Genomics scRNA-seq,,no,mouse,gut endoderm / gut tube,,,,https://endoderm-explorer.com/,,,"Nowotschin et al., The emergent landscape of the mouse gut endoderm at single-cell resolution, Nature (2019)",,2019,no,,original publication link unresolved (Crossref miss)
han2020_scrnaseq_2,E8.5 splanchnic mesoderm dataset,scRNA-seq,,no,mouse,splanchnic mesoderm,,,,,,,"Han et al., Single cell transcriptomics identifies a signaling network coordinating endoderm and mesoderm diversification during foregut organogenesis, Nat. Commun. (2020)",,2020,no,,original publication link unresolved (Crossref miss)
adams2020_scrnaseq,scRNA-seq dataset (GSE128169),scRNA-seq,,no,human,lung,,,,GSE128169,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE128169&format=file,,"Adams et al., Single-cell RNA-seq reveals ectopic and aberrant lung-resident cell populations in idiopathic pulmonary fibrosis, Sci. Adv. (2020)",,2020,no,,also: GSE136831; original publication link unresolved (Crossref miss)
morse2019_scrnaseq,scRNA-seq dataset (GSE128033),scRNA-seq,,no,human,lung,,,,GSE128033,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE128033&format=file,,"Morse et al., Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis, Eur. Respir. J. (2019)",https://doi.org/10.1183/13993003.02441-2018,2019,no,,
habermann2020_scrnaseq,scRNA-seq dataset (GSE135893),scRNA-seq,,no,human,lung,,,,GSE135893,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135893/suppl/GSE135893_ILD_annotated_fullsize.rds.gz,,"Habermann et al., Single-cell RNA sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis, Sci. Adv. (2020)",,2020,no,,original publication link unresolved (Crossref miss)
reyfman2018_scrnaseq,scRNA-seq dataset (GSE122960),scRNA-seq,,no,human,lung,,,,GSE122960,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE122960&format=file,,"Reyfman et al., Single-cell transcriptomic analysis of human lung provides insights into the pathobiology of pulmonary fibrosis, Am. J. Respir. Crit. Care Med. (2018)",,2018,no,,original publication link unresolved (Crossref miss)
bharat2020_scrnaseq,scRNA-seq dataset (GSE158127),scRNA-seq,,no,human,lung,,,,GSE158127,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE158127&format=file,,"Bharat et al., Lung transplantation for patients with severe COVID-19, Sci. Transl. Med. (2020)",,2020,no,,original publication link unresolved (Crossref miss)
zhong2020_scrnaseq,scRNAseq dataset (bone- and marrow-derived cells / Zhong et al.),scRNAseq,,no,mouse,bone marrow,,,,GSE145477,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE145477&format=file,,"Zhong et al., Single cell transcriptomics identifies a unique adipose lineage cell population that regulates bone marrow environment, Elife (2020)",https://doi.org/10.7554/elife.54695.sa1,2020,no,,
baryawno2019_scrnaseq,scRNAseq dataset (bone marrow stroma / Baryawno et al.),scRNAseq,,no,mouse,bone marrow,,,,GSE128423,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE128423&format=file,,"Baryawno et al., A cellular taxonomy of the bone marrow stroma in homeostasis and leukemia, Cell (2019)",https://doi.org/10.3410/f.735810574.793562352,2019,no,,
pbhl_seq_mouse_e2024_illumina_his,PBHL-seq mouse embryonic retinal pigment epithelial (RPE) dataset,Illumina HiSeq 1500,,no,mouse,E14.5 embryo (OCT-embedded),,,,GSE268148,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE268148&format=file,,Large field of view and spatial region of interest transcriptomics in fixed tissue,https://doi.org/10.1038/s42003-024-06694-5,2024,yes,,
gse2505232025_illumina_nov,GSE250523,Illumina NovaSeq 6000,,no,Human,Bladder Ewing sarcoma,,,,GSE250523,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE250523&format=file,,Protocol for single-cell RNA sequencing and spatial transcriptomics of bladder Ewing sarcoma,https://doi.org/10.1016/j.xpro.2025.103687,2025,yes,,
photon_granulosa2024_illumina,PHOTON Granulosa Cell Transcriptome Dataset,Illumina,,no,mouse,ovary,,,,PRJNA1152621,,,Subcellular Level Spatial Transcriptomics with PHOTON,https://doi.org/10.1101/2024.09.10.612328,2024,yes,,
mouse_snrna_seq_2025_10_flex_scrn,Mouse snRNA-seq raw and analyzed data,10× FLEX scRNA-seq,,no,Mouse,Brain,,,,GSE284468,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE284468&format=file,,Protocol to evaluate mouse brain spatial cell type-resolved transcriptomic discoveries using 10× Visium spatial transcriptomics and FLEX scRNA-seq,https://doi.org/10.1016/j.xpro.2025.104277,2025,yes,,
kirita2020_snrnaseq,Mouse AKI snRNA-seq Dataset,snRNA-seq,,no,Mouse,Kidney,,,,GSE139107,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139107/suppl/GSE139107_MouseIRI_control.dge.txt.gz,,"Kirita et al., Cell profiling of mouse acute kidney injury reveals conserved cellular responses to injury, Proc. Natl. Acad. Sci. (2020)",https://doi.org/10.1073/pnas.2005477117,2020,no,,
nowotschin2019_scrnaseq_and,mouse gut endoderm dataset,scRNA-seq and ISH,,no,mouse,gut endoderm,,,,,,,"Nowotschin et al., The emergent landscape of the mouse gut endoderm at single-cell resolution, Nature (2019)",,2019,no,,original publication link unresolved (Crossref miss)
photon_hela_cell2025_illumina_pla,PHOTON HeLa cell and MEF stress granule transcriptome datasets,Illumina platform,,no,mouse,ovary,,,,,,,Subcellular level spatial transcriptomics with PHOTON,https://doi.org/10.1038/s41467-025-59801-3,2025,yes,,
qiu2021_scrnaseq_2,scRNA-seq data,scRNA-seq,,no,Human,Femoral head,,,,GSE169396,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE169396&format=file,,"Qiu et al., Single-cell RNA sequencing of human femoral head in vivo, Aging (Albany NY) (2021)",,2021,no,,original publication link unresolved (Crossref miss)
hydractinia_sing2025_10x_genomics,Hydractinia single-cell atlas dataset (integrated live-cell and fixed-cell data),10X Genomics platform (Illumina NovaSeq6000),,no,Hydractinia symbiolongicarpus,feeding polyps and stolon tissue,,,,GCA_030121725.1,,,An updated and spatially validated somatic single-cell atlas of  Hydractinia symbiolongicarpus,https://doi.org/10.1186/s12864-025-12201-9,2025,yes,,
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),,no,mouse,lumbar spinal cord,,,,GSE158380,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158380/suppl/GSE158380_features.updated-11-22-2022.csv.gz,,A harmonized atlas of mouse spinal cord cell types and their spatial organization,https://doi.org/10.1038/s41467-021-25125-1,2021,yes,,
sathyamurthy2018_dropseq,Sathyamurthy dataset,DropSeq,,no,mouse,postnatal mouse spinal cord,,,,GSE103892,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103892/suppl/GSE103892_Sample_Cell_Cluster_Information.txt.gz,,"Sathyamurthy et al., Massively parallel single nucleus transcriptional profiling defines spinal cord neurons and their activity during behavior, Cell Rep. (2018)",https://doi.org/10.1016/j.celrep.2018.02.003,2018,no,,
nelson2023_snrnaseq,Mouse Hippocampus ECS snRNA-seq dataset,snRNA-seq,,no,Mouse,Hippocampus,,,,https://github.com/Erik-D-Nelson/ARG_HPC_snRNAseq/blob/main/processed_data/sce_subset.rda.xz,,,"Nelson et al., Activity-regulated gene expression across cell types of the mouse hippocampus, Hippocampus (2023)",https://doi.org/10.1002/hipo.23548,2023,no,,
nelson2023_10x_genomics,Mouse electroconvulsive stimulation (ECS) snRNA-seq dataset,10x Genomics Chromium single-cell RNA-seq,,no,mouse,hippocampus,,,,https://github.com/Erik-D-Nelson/ARG_HPC_snRNAseq/blob/main/processed_data/sce_subset.rda.xz,,,"Nelson et al., Activity-regulated gene expression across cell types of the mouse hippocampus, Hippocampus (2023)",https://doi.org/10.1002/hipo.23548,2023,no,,
bulk_rna_seq_of_2025_illumina_mis,Bulk RNA-seq of distal colon,Illumina MiSeq,,no,mouse,distal colon,,,,GSE297799,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE297799&format=file,,"An image-based transcriptomics atlas reveals the regional and microbiota-dependent molecular, cellular, and spatial structure of the murine gut",https://doi.org/10.1101/2025.07.21.665958,2025,yes,,
haber2017_scrnaseq,Haber 2017 small intestinal epithelium scRNA-seq,scRNA-seq,,no,mouse,small intestine epithelium,,,,,,,"Haber et al., A single-cell survey of the small intestinal epithelium, Nature (2017)",,2017,no,,original publication link unresolved (Crossref miss)
wang2023_scrnaseq,Wang 2023 intestinal immune cells scRNA-seq,scRNA-seq,,no,mouse,intestine,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221006,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE221nnn/GSE221006/suppl/GSE221006_4samples_features.tsv.gz,,"Wang et al., Intestinal cell type-specific communication networks underlie homeostasis and response to Western diet, J. Exp. Med. (2023)",https://doi.org/10.1084/jem.20221437,2023,no,,"accession GSE221006 found in the original publication (sole accession in that paper), verified live"
prregaard2023_scrnaseq,Paerregaard 2023 intestinal fibroblasts scRNA-seq,scRNA-seq,,no,mouse,small and large intestine,,,,,,,"Pærregaard et al., The small and large intestine contain related mesenchymal subsets that derive from embryonic Gli1+ precursors, Nat. Commun. (2023)",https://doi.org/10.1038/s41467-023-37952-5,2023,no,,
drokhlyansky2020_scrnaseq,Drokhlyansky 2020 enteric nervous system single-cell data,scRNA-seq,,no,human and mouse,entero-endocrine/enteric nervous system,,,,,,,"Drokhlyansky et al., The Human and Mouse Enteric Nervous System at Single-Cell Resolution, Cell (2020)",,2020,no,,original publication link unresolved (Crossref miss)
kalucka2020_scrnaseq,Kalucka 2020 endothelial cells scRNA-seq,scRNA-seq,,no,mouse,endothelial cells,,,,,,,"Kalucka et al., Single-Cell Transcriptome Atlas of Murine Endothelial Cells, Cell (2020)",,2020,no,,original publication link unresolved (Crossref miss)
gehart2019_scrnaseq,Gehart 2019 ileal EECs scRNA-seq,scRNA-seq,,no,mouse,ileal epithelium,,,,,,,"Gehart et al., Identification of Enteroendocrine Regulators by Real-Time Single-Cell Differentiation Mapping, Cell (2019)",https://doi.org/10.3410/f.734954432.793569044,2019,no,,
sangaram2024_scrnaseq,Mouse Kidney scRNA-seq reference,scRNA-seq,,no,mouse,kidney,,,,,,,"Sang-aram et al., Spotless, a reproducible pipeline for benchmarking cell type deconvolution in spatial transcriptomics, eLife (2024)",https://doi.org/10.7554/elife.88431.3.sa1,2024,no,,
klepikova2016_rnaseq,Bulk RNA-seq developmental transcriptome,RNA-seq,,no,Arabidopsis thaliana,Developmental stages/mature floral organs,,,,PRJNA314076,,,"Klepikova et al., A high resolution map of the Arabidopsis thaliana developmental transcriptome based on RNA-seq profiling, Plant J. (2016)",https://doi.org/10.3410/f.726666866.793559922,2016,no,,
tian2019_rnaseq,Domain-specific shoot apical meristem bulk RNA-seq,RNA-seq,,no,Arabidopsis thaliana,Shoot domains / shoot apical meristem,,,,PRJNA471232,,,"Tian et al., A gene expression map of shoot domains reveals regulatory mechanisms, Nat. Commun. (2019)",https://doi.org/10.1038/s41467-018-08083-z,2019,no,,
shi2021_rnaseq,Tissue-specific transcriptome profiling of inflorescence stem,RNA-seq,,no,Arabidopsis thaliana,Inflorescence stem / vascular tissues,,,,PRJNA595605,,,"Shi et al., Tissue-specific transcriptome profiling of the Arabidopsis inflorescence stem reveals local cellular signatures, Plant Cell (2021)",https://doi.org/10.1093/plcell/koaa019,2021,no,,
stage_3_and_stag2022_10x_chromium,Stage 3 and Stage 4 floral meristem snRNA-seq,10x Chromium Single Cell 3' Reagent Kits v3,,no,Arabidopsis thaliana,Floral meristems,,,,,,,A 3D gene expression atlas of the floral meristem based on spatial reconstruction of single nucleus RNA sequencing data,https://doi.org/10.1038/s41467-022-30177-y,2022,yes,,
ap3_and_ag_domai2022_smartseq_v4,AP3- and AG-domain FANS RNA-seq,SMART-Seq v4 Ultra Low Input RNA Kit,,no,Arabidopsis thaliana,AP3 and AG expression domains in floral meristems,,,,,,,A 3D gene expression atlas of the floral meristem based on spatial reconstruction of single nucleus RNA sequencing data,https://doi.org/10.1038/s41467-022-30177-y,2022,yes,,
single_cell_rna_2025_10x_genomics,Single-cell RNA sequencing atlas of mouse cranial neural plate,10X Genomics Chromium V3 / NovaSeq 6000,,no,Mouse,Cranial region / cranial neural plate,,,,GSE273804,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE273804&format=file,,A single-cell atlas of spatial and temporal gene expression in the mouse cranial neural plate,https://doi.org/10.7554/eLife.102819,2025,yes,,
scrna_seq_atlas_2025_10x_genomics,scRNA-seq atlas of mouse cranial neural plate and SAG-treated embryos,10X Genomics Chromium V3 / NovaSeq 6000,,no,mouse,cranial region / cranial neural plate,,,,GSE273804,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE273804&format=file,,A single-cell atlas of spatial and temporal gene expression in the mouse cranial neural plate,https://doi.org/10.1101/2024.08.25.609458,2025,yes,,
single_nuclei_du2024_10x_chromium,Single-nuclei dual-omic human developing retina atlas,10X Chromium sn-dual-omic ATAC + Gene Expression,,no,human,macula and peripheral retina,,,,,,,Single cell dual-omic atlas of the human developing retina,https://doi.org/10.1038/s41467-024-50853-5,2024,yes,,
mirnatissueatlas2022_bgiseq500rs,miRNATissueAtlas2 Human tissue samples,BGISEQ-500RS,,no,Homo sapiens,21 organ types comprising 188 tissue samples,,,,GSE163534,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163534/suppl/GSE163534_sncRNA_counts_mouse_rpmm.txt.gz,,miRNATissueAtlas2: an update to the human miRNA tissue atlas,https://doi.org/10.1093/nar/gkab808,2022,yes,,
