dataset_id,dataset_name,platform,tissue,candidate_accession,found_in,n_candidates_in_paper,source_doi,paperclip_doc,current_access_link
in_house_scrna_s2025_st,In-house scRNA-seq dataset of breast cancer samples,DNBelab C4 system,breast tumor bulk tissues,GSE176078,body,1,10.1038/s41467-025-58511-0,PMC11978809,
li2025_stereo,Zebrafish heart regeneration atlas,Stereo-seq,Zebrafish heart,GSE153481,body,3,10.1038/s41467-025-59070-0,PMC12009352,
li2025_stereo,Zebrafish heart regeneration atlas,Stereo-seq,Zebrafish heart,GSE188888,body,3,10.1038/s41467-025-59070-0,PMC12009352,
li2025_stereo,Zebrafish heart regeneration atlas,Stereo-seq,Zebrafish heart,zenodo.org/record/6578047,body,3,10.1038/s41467-025-59070-0,PMC12009352,
post_lvad_heart_2025_visium,Post-LVAD heart failure Visium dataset,Visium,heart,SRP1,body,1,10.1038/s41467-025-62593-1,PMC12325965,
human_bladder_ca2025_visiumhd,Human bladder cancer Visium HD dataset,Visium HD,bladder cancer,SRP1,body,1,10.1038/s41467-025-62593-1,PMC12325965,
stereo_seq_spati2025_stereo,Stereo-seq Spatial Transcriptomics Dataset,Stereo-seq,Cerebral Cortex,10.5281/zenodo.14311048,body,3,10.1038/s41467-025-62793-9,PMC12365125,https://db.cngb.org/stomics/datasets/STDS0000242/summary
stereo_seq_spati2025_stereo,Stereo-seq Spatial Transcriptomics Dataset,Stereo-seq,Cerebral Cortex,SRP14,body,3,10.1038/s41467-025-62793-9,PMC12365125,https://db.cngb.org/stomics/datasets/STDS0000242/summary
stereo_seq_spati2025_stereo,Stereo-seq Spatial Transcriptomics Dataset,Stereo-seq,Cerebral Cortex,cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,body,3,10.1038/s41467-025-62793-9,PMC12365125,https://db.cngb.org/stomics/datasets/STDS0000242/summary
merfish_spatial_2025_merfish,MERFISH spatial transcriptomics dataset,MERFISH,claustro-insular region,GSE291781,body,1,10.1038/s41467-025-63138-2,PMC12373765,https://doi.org/10.6084/m9.figshare.c.7953965.v1
smfish_dataset2025_smfish,smFISH dataset,smFISH,claustro-insular region,GSE291781,body,1,10.1038/s41467-025-63138-2,PMC12373765,https://doi.org/10.6084/m9.figshare.c.7953965.v1
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,10.5281/zenodo.17167875,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,10.5281/zenodo.17167875,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,10.5281/zenodo.17171960,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,10.5281/zenodo.17171960,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,10.5281/zenodo.17175597,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,10.5281/zenodo.17175597,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,10.5281/zenodo.17179727,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,10.5281/zenodo.17179727,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,S-BIAD2307,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,S-BIAD2307,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,S-BIAD2308,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,S-BIAD2308,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
scrinshot_health2025_scrinshot,SCRINSHOT healthy lung atlas dataset,SCRINSHOT,lung,S-BIAD2310,body,7,10.1038/s41467-025-65704-0,PMC12589588,S-BIAD2307
visium_and_rna_r2025_visium,Visium and RNA-Rescue Spatial Transcriptomics dataset,Visium / RRST,lung,S-BIAD2310,body,7,10.1038/s41467-025-65704-0,PMC12589588,https://github.com/ludvigla/DiscovAir_data_explorer/
merfish_spatial_2025_merfish_2,MERFISH spatial transcriptomic atlas of the complement system in mouse brains,MERFISH,Brain,10.5061/dryad.cnp5hqcbq,body,1,10.1038/s41467-025-66048-5,PMC12705658,10.5061/dryad.cnp5hqcbq
stereo_seq_adult2026_stereo,Stereo-seq adult mouse brain dataset,Stereo-seq,brain,10.5281/zenodo.17959756,body,2,10.1038/s41467-026-69677-6,PMC13035813,
xenium_adult_mou2026_xenium,Xenium adult mouse brain dataset,Xenium,brain,10.5281/zenodo.17959756,body,2,10.1038/s41467-026-69677-6,PMC13035813,
stereo_seq_adult2026_stereo,Stereo-seq adult mouse brain dataset,Stereo-seq,brain,SRP1,body,2,10.1038/s41467-026-69677-6,PMC13035813,
xenium_adult_mou2026_xenium,Xenium adult mouse brain dataset,Xenium,brain,SRP1,body,2,10.1038/s41467-026-69677-6,PMC13035813,
serrano2024_spatial_rnas,Medicago truncatula AM symbiosis spatial co-transcriptomics,Spatial RNA-seq,roots,GSE240107,body,1,10.1038/s41477-024-01666-3,PMC11035146,
lee2025_visium,Arabidopsis life cycle atlas,Visium / MERFISH,"seeds, seedlings, mature leaves, stems, flowers, and siliques",SRP2,body,1,10.1038/s41477-025-02072-z,PMC12416547,http://neomorph.salk.edu:9000/
c_g2p_liver_spat2025_visium,C-G2P liver spatial transcriptomics,10X Visium,liver,GSE137385,body,3,10.1038/s41551-025-01437-1,PMC12823398,
c_g2p_liver_spat2025_visium,C-G2P liver spatial transcriptomics,10X Visium,liver,GSE148379,body,3,10.1038/s41551-025-01437-1,PMC12823398,
c_g2p_liver_spat2025_visium,C-G2P liver spatial transcriptomics,10X Visium,liver,zenodo.org/records/10986436,body,3,10.1038/s41551-025-01437-1,PMC12823398,
sountoulidis2023_visium,Embryonic lung dataset,Visium,embryonic lung,SRP1,body,1,10.1038/s41556-022-01064-x,PMC9928586,
cao2019_scrnaseq,Mouse organogenesis cell atlas (MOCA) / E13.5 scRNA-seq data,scRNA-seq,embryo,GSE119945,body,1,10.1038/s41586-019-0969-x,PMC6434952,https://oncoscape.v3.strtcancer.org/atlas.gs.washington.edu.mouse.rna/downloads
zhang2021_merfish,mouse primary motor cortex MERFISH dataset,MERFISH,primary motor cortex,10.5281/zenodo.3758540,body,1,10.1038/s41586-021-03705-x,PMC8494645,https://datadryad.org/stash/dataset/doi:10.5061/dryad.x3f54fgs3
merfish_dataset2021_merfish,MERFISH dataset,MERFISH,primary motor cortex (MOp),10.5281/zenodo.4726182,body,1,10.1038/s41586-021-03950-0,PMC8494634,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,10.5281/zenodo.2678042,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,10.5281/zenodo.2678042,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,10.5281/zenodo.2678042,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,10.5281/zenodo.4059315,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,10.5281/zenodo.4059315,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,10.5281/zenodo.4059315,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,10.5281/zenodo.6987337,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,10.5281/zenodo.6987337,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,10.5281/zenodo.6987337,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,10.5281/zenodo.7120941,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,10.5281/zenodo.7120941,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,10.5281/zenodo.7120941,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE104954,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE104954,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE104954,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE121862,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE121862,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE121862,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE129798,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE129798,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE129798,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE139107,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE139107,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE139107,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE150338,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE150338,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE150338,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE151302,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE151302,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE151302,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE169285,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE169285,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE169285,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE171406,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE171406,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE171406,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,GSE183279,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,GSE183279,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,GSE183279,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,cellxgene.cziscience.com/collections/,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,cellxgene.cziscience.com/collections/,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,cellxgene.cziscience.com/collections/,body,15,10.1038/s41586-023-05769-3,PMC10356613,
slide_seq22023_slideseq,Slide-seq2,Slide-seq2,kidney,phs002249,body,15,10.1038/s41586-023-05769-3,PMC10356613,
visium_10x2023_visium,Visium 10x,Visium,kidney,phs002249,body,15,10.1038/s41586-023-05769-3,PMC10356613,
3d_multiplexed_i2023_confocal_mic,3D multiplexed immunofluorescence imaging and label-free cytometry (3DTC),Confocal microscopy / multiphoton microscopy,kidney,phs002249,body,15,10.1038/s41586-023-05769-3,PMC10356613,
zhang2023_whole_mouse_brain_merfish,Whole mouse brain MERFISH cell atlas,MERFISH,brain,10.5281/zenodo.10050573,body,5,10.1038/s41586-023-06808-9,PMC10719103,
zhang2023_whole_mouse_brain_merfish,Whole mouse brain MERFISH cell atlas,MERFISH,brain,10.5281/zenodo.3264857,body,5,10.1038/s41586-023-06808-9,PMC10719103,
zhang2023_whole_mouse_brain_merfish,Whole mouse brain MERFISH cell atlas,MERFISH,brain,10.5281/zenodo.3758540,body,5,10.1038/s41586-023-06808-9,PMC10719103,
zhang2023_whole_mouse_brain_merfish,Whole mouse brain MERFISH cell atlas,MERFISH,brain,10.5281/zenodo.6563718,body,5,10.1038/s41586-023-06808-9,PMC10719103,
zhang2023_whole_mouse_brain_merfish,Whole mouse brain MERFISH cell atlas,MERFISH,brain,cellxgene.cziscience.com/collections/0cca8620-8dee45d0-aef5-23f032a5cf09,body,5,10.1038/s41586-023-06808-9,PMC10719103,
russell2024_slidetags,Slide-tags metastatic melanoma dataset,Slide-tags,tonsil,GSE244355,body,1,10.1038/s41586-023-06837-4,PMC10764288,Broad Institute Single Cell Portal under the accession number SCP2169
russell2024_slidetags_dr,Slide-tags human melanoma,Slide-tags (droplet-based snATAC and snRNA-seq),metastatic melanoma,GSE244355,body,1,10.1038/s41586-023-06837-4,PMC10764288,SCP2176
russell2024_slidetag,Slide-tag dataset,Slide-tag,tumor,GSE244355,body,1,10.1038/s41586-023-06837-4,PMC10764288,
farah2024_developing_heart_merfish,Developing human heart MERFISH,MERFISH,heart (developing),10.5061/dryad.w0vt4b8vp,body,2,10.1038/s41586-024-07171-z,PMC10972757,https://doi.org/10.5061/dryad.w0vt4b8vp
farah2024_developing_heart_merfish,Developing human heart MERFISH,MERFISH,heart (developing),phs002031,body,2,10.1038/s41586-024-07171-z,PMC10972757,https://doi.org/10.5061/dryad.w0vt4b8vp
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,10.5281/zenodo.10950538,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,10.5281/zenodo.10950538,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,10.5281/zenodo.10950538,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,10.5281/zenodo.11050773,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,10.5281/zenodo.11050773,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,10.5281/zenodo.11050773,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,10.5281/zenodo.11050996,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,10.5281/zenodo.11050996,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,10.5281/zenodo.11050996,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,GSE264321,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,GSE264321,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,GSE264321,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,GSE264334,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,GSE264334,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,GSE264334,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,GSE264393,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,GSE264393,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,GSE264393,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,GSE265819,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,GSE265819,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,GSE265819,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,PRJNA1099448,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,PRJNA1099448,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,PRJNA1099448,body,9,10.1038/s41586-024-07563-1,PMC11208150,
mouse_kidney_spa2024_stereo,Mouse kidney spatial data (Stereo-seq),Stereo-seq,Kidney,SRP135960,body,9,10.1038/s41586-024-07563-1,PMC11208150,"https://doi.org/10.5287/ora-b7ob4g8ba, PRJNA1099448, GSE265819, GSE264321"
benjamin2024_xenium,Human Kidney Dataset,Xenium,Kidney,SRP135960,body,9,10.1038/s41586-024-07563-1,PMC11208150,
benjamin2024_cosmx,Human Non-Small Cell Lung Cancer study,CosMx,Non-Small Cell Lung Cancer,SRP135960,body,9,10.1038/s41586-024-07563-1,PMC11208150,
visium_spatial_t2024_visium_3,Visium spatial transcriptomics (paediatric),Visium (10x Genomics),thymus,10.5281/zenodo.7693279,body,2,10.1038/s41586-024-07944-6,PMC11578893,
ibex_cyclic_prot2024_ibex_cyclic,IBEX cyclic protein imaging (paediatric),IBEX cyclic protein imaging,thymus,10.5281/zenodo.7693279,body,2,10.1038/s41586-024-07944-6,PMC11578893,
rarecyte_protein2024_rarecyte_pro,RareCyte protein imaging,RareCyte protein imaging,thymus,10.5281/zenodo.7693279,body,2,10.1038/s41586-024-07944-6,PMC11578893,
rnascope_single_2024_rnascope,RNAscope single-molecule fluorescence in situ hybridization,RNAscope,thymus,10.5281/zenodo.7693279,body,2,10.1038/s41586-024-07944-6,PMC11578893,
visium_spatial_t2024_visium_3,Visium spatial transcriptomics (paediatric),Visium (10x Genomics),thymus,E-MTAB-8581,body,2,10.1038/s41586-024-07944-6,PMC11578893,
ibex_cyclic_prot2024_ibex_cyclic,IBEX cyclic protein imaging (paediatric),IBEX cyclic protein imaging,thymus,E-MTAB-8581,body,2,10.1038/s41586-024-07944-6,PMC11578893,
rarecyte_protein2024_rarecyte_pro,RareCyte protein imaging,RareCyte protein imaging,thymus,E-MTAB-8581,body,2,10.1038/s41586-024-07944-6,PMC11578893,
rnascope_single_2024_rnascope,RNAscope single-molecule fluorescence in situ hybridization,RNAscope,thymus,E-MTAB-8581,body,2,10.1038/s41586-024-07944-6,PMC11578893,
spatial_omics_da2024_unknown,spatial omics DATASET,,,10.5281/zenodo.11203684,body,2,10.1038/s41586-024-08172-8,PMC11578878,
spatial_omics_da2024_unknown,spatial omics DATASET,,,cellxgene.cziscience.com/collections/de379e5f-52d0-498c-9801-0f850823c847,body,2,10.1038/s41586-024-08172-8,PMC11578878,
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,10.5281/zenodo.13883177,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,10.5281/zenodo.7145398,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,10.5281/zenodo.7338745,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,GSE202638,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,GSE224438,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,cellxgene.cziscience.com/collections/31937775-0602-4e52-a799b6acdd2bac2e.,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,singlecell.broadinstitute.org/single_cell/study/SCP1375,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,singlecell.broadinstitute.org/single_cell/study/SCP1375.,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
sun2024_visium,Spatial aging clock mouse brain,Visium,brain,zenodo.org/records/8037425,body,10,10.1038/s41586-024-08334-8,PMC11798877,https://github.com/sunericd/SpatialAgingClock/tree/master/data
nobori2025_spatial_tran,mature rosette leaf spatial dataset,spatial transcriptomics,mature rosette leaf,GSE248054,body,2,10.1038/s41586-024-08383-z,PMC11798839,
nobori2025_spatial_tran,mature rosette leaf spatial dataset,spatial transcriptomics,mature rosette leaf,OEP16,body,2,10.1038/s41586-024-08383-z,PMC11798839,
qian2025_merfish,Human cerebral cortex development dataset,MERFISH,Cerebral cortex,10.5281/zenodo.14422018,body,2,10.1038/s41586-025-09010-1,PMC12328223,
qian2025_merfish,Human cerebral cortex development dataset,MERFISH,Cerebral cortex,10.5281/zenodo.15127709,body,2,10.1038/s41586-025-09010-1,PMC12328223,
most_nissl_datas2025_tomo,MOST-Nissl dataset,micro-optical sectioning tomography (MOST) bright-field imaging,brain,10.5061/dryad.t1g1jwsxw,body,1,10.1038/s41586-025-09211-8,PMC12422980,https://atlas.brainsmatics.cn/STAM/
e11_mouse_embryo2025_spatialdmt,E11 mouse embryo,Spatial-DMT,embryo,10.5281/zenodo.15843593,body,1,10.1038/s41586-025-09478-x,PMC12571926,
chen2019_snareseq,Mouse cerebral cortex SNARE-seq data,SNARE-seq,cerebral cortex,GSE100033,body,8,10.1038/s41587-019-0290-0,PMC6893138,GEO accession: GSE126074
chen2019_snareseq,Mouse cerebral cortex SNARE-seq data,SNARE-seq,cerebral cortex,GSE110823,body,8,10.1038/s41587-019-0290-0,PMC6893138,GEO accession: GSE126074
chen2019_snareseq,Mouse cerebral cortex SNARE-seq data,SNARE-seq,cerebral cortex,GSE117089,body,8,10.1038/s41587-019-0290-0,PMC6893138,GEO accession: GSE126074
chen2019_snareseq,Mouse cerebral cortex SNARE-seq data,SNARE-seq,cerebral cortex,GSE126074,body,8,10.1038/s41587-019-0290-0,PMC6893138,GEO accession: GSE126074
