dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
mouse_brain_hemi2025_xenium,Mouse brain hemisphere (Xenium),Xenium,spatial transcriptomics,yes,mouse,brain hemisphere,,,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_wildtype_5_7_months/Xenium_V1_FFPE_wildtype_5_7_months_outs.zip,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_wildtype_5_7_months/Xenium_V1_FFPE_wildtype_5_7_months_outs.zip,,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,2025,yes,,
post_lvad_heart__visium,Post-LVAD heart failure samples,Visium,spatial transcriptomics,yes,human,heart,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
human_bladder_ca_visiumhd,Human bladder cancer sample,Visium HD,spatial transcriptomics,yes,human,bladder cancer,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
nobori2025_spatial_tran,mature rosette leaf spatial dataset,spatial transcriptomics,,yes,Arabidopsis,mature rosette leaf,,,,,,,"Nobori et al., A rare PRIMER cell state in plant immunity, Nature (2025)",https://doi.org/10.1038/s41586-024-08383-z,2025,no,GSE248054; OEP16,
arabidopsis_life_merfish,Arabidopsis life-cycle single-nucleus and spatial transcriptomic atlas,MERSCOPE (MERFISH) and Curio Seeker,spatial transcriptomics,yes,Arabidopsis,"seed, seedling, mature leaf, stem, flower, silique",,,,http://arabidopsisdevatlas.salk.edu/,,,,,,yes,,original publication link unresolved (Crossref miss)
human_cerebellum_dbit,Human cerebellum and lymph node spatial multi-omics dataset,DBiTplus / CODEX,spatial proteomics,yes,mouse,embryo,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
levyjurgenson2020_digital_path,Breast cancer pathology whole-slide images spatial transcriptomics dataset,Digital pathology whole-slide images (inferred spatial transcriptomics),spatial transcriptomics,yes,Human,Breast cancer,,,,,,,"Levy-Jurgenson et al., Spatial transcriptomics inferred from pathology whole-slide images links tumor heterogeneity to survival in breast and lung cancer, Sci. Rep. (2020)",https://doi.org/10.1038/s41598-020-75708-z,2020,no,,
pserp_spatial_pr_iss,PSERP spatial proteomic dataset (G1-G9 gliomas),LC-MS/MS (DIA) with Tissue Expansion,spatial transcriptomics,yes,Human,Glioma (brain),,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
human_breast_can2023_visium,Human Breast Cancer block 1 sample (HBC1),10X Visium,spatial transcriptomics,yes,Human,Breast Cancer,,,,https://github.com/linhuawang/SEAGAL/tree/main/test/data/VisiumData/Human_Breast_Cancer_BAS1,,,Unravelling spatial gene associations with SEAGAL: a Python package for spatial transcriptomics data analysis and visualization,https://doi.org/10.1093/bioinformatics/btad431,2023,yes,,
mohenska2021_rna_sequenci,3D-Cardiomics dataset,RNA sequencing,,unknown,mammal (mouse),heart,,,,,,,"Mohenska et al., 3D-cardiomics: A spatial transcriptional atlas of the mammalian heart, J Mol Cell Cardiol (2021)",https://doi.org/10.1016/j.yjmcc.2021.09.011,2021,no,,
dataset_2_lymph_2022_codex,Dataset 2 (lymph node),CODEX,spatial proteomics,yes,human,lymph node,,,,HBM279.TQRS.775,,,Membrane marker selection for segmenting single cell spatial proteomics data,https://doi.org/10.1038/s41467-022-29667-w,2022,yes,,"also: HBM288.XSQZ.633, HBM337.FSXL.564, HBM376.QCCJ.269, HBM432.LLCF.677, HBM556.KSFB.592, HBM588.FHDS.363, HBM754.WKLP.262, HBM869.VZJM.366"
bladder_ewing_sa_visium,bladder Ewing sarcoma spatial transcriptomics data,Visium,spatial transcriptomics,yes,Human,Bladder Ewing sarcoma,,,,GSE250523,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE250523&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
visium_mouse_bra_visium,Visium mouse brain dataset,Visium,spatial transcriptomics,yes,mouse,brain,,,,https://support.10xgenomics.com/spatial-gene-expression/datasets,,,,,,yes,,original publication link unresolved (Crossref miss)
jackson2020_imaging_mass,Imaging Mass Cytometry dataset,Imaging Mass Cytometry,spatial proteomics,yes,human,breast cancer,,,,,,,"Jackson et al., The single-cell pathology landscape of breast cancer, Nature (2020)",https://doi.org/10.3410/f.737235111.793582823,2020,no,,
hartmann2020_mibi,MIBI-TOF dataset,MIBI-TOF,spatial proteomics,yes,,,,,,,,,"Hartmann et al., Single-cell metabolic profiling of human cytotoxic T cells, Nat. Biotechnol. (2020)",,2020,no,,original publication link unresolved (Crossref miss)
adult_mouse_brai_spatial_tran,Adult Mouse Brain Section 2 (Coronal),Spatial Transcriptomics,,yes,Human,breast cancer,,,,https://www.10xgenomics.com/resources/datasets/,,,,,,yes,,also: https://www.spatialresearch.org/resources-published-datasets/original publication link unresolved (Crossref miss)
ferreira2024_xenium,10x Xenium human kidney dataset,10x Xenium,spatial transcriptomics,yes,human,kidney,,,,,,,"Ferreira et al., A MEF2C transcription factor network regulates proliferation of glomerular endothelial cells in diabetic kidney disease (2024)",,2024,no,,original publication link unresolved (Crossref miss)
lee2021_xyzeq,XYZeq mouse liver data,XYZeq,,unknown,mouse,liver/ tumor,,,,GSE164430,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE164430&format=file,,"Lee et al., XYZeq: spatially resolved single-cell RNA sequencing reveals expression heterogeneity in the tumor microenvironment, Sci. Adv. (2021)",https://doi.org/10.3410/f.739974427.793585290,2021,no,,
10x_visium_mouse2022_visium,10X Visium mouse brain data,Visium,spatial transcriptomics,yes,mouse,brain- anterior,,,,https://support.10xgenomics.com/spatial-gene-expression/datasets,,,Nonnegative spatial factorization applied to spatial genomics,https://doi.org/10.1038/s41592-022-01687-w,2022,yes,,
mouse_slide_seq__slideseq,Mouse Slide-seq dataset,Slide-seqV2,spatial transcriptomics,yes,mouse,colon,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260801,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE260801&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
mouse_crc_slide__slideseq,Mouse CRC Slide-seq dataset,Slide-seqV2,spatial transcriptomics,yes,Mouse,Colon,,,,GSE260801,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE260801&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
multi_cancer_tma_codex,multi-cancer TMA,PhenoCycler-Fusion (PCF) / high-plex immunohistochemistry (CODEX),spatial proteomics,yes,human,"tissue microarray (TMA) containing normal and tumor tissues including breast adenocarcinoma (BRC), non-small cell lung carcinoma (NSCLC), colorectal cancer (CRC), melanoma (MEL), hepatocellular carcinoma (HCC), Merkel cell carcinoma (MCC), and tonsil",,,,https://zenodo.org/records/15825670,https://zenodo.org/api/records/15825670/files/Bwb_SpatialProteomics_TMA_rawfiles.zip/content,,,,,yes,,original publication link unresolved (Crossref miss)
jean2016_mass_spectro,beltran2016HCMV120,mass spectrometry (spatial proteomics),,yes,,Human fibroblasts,,,,,,,"Jean Beltran et al., A portrait of the human organelle proteome in space and time during cytomegalovirus infection, Cell Syst (2016)",https://doi.org/10.1016/j.cels.2016.08.012,2016,no,,
orre2019_mass_spectro,SubCellBarCode dataset,mass spectrometry (spatial proteomics),,yes,,Human cancer cell lines,,,,,,,"Orre et al., SubCellBarCode: proteome-wide mapping of protein localization and relocalization, Mol Cell (2019)",https://doi.org/10.1016/j.molcel.2018.11.035,2019,no,,
wu2022_visium,10X Visium colorectal cancer data,10X Visium,spatial transcriptomics,yes,human,colorectal cancer,,neoadjuvant chemotherapy,,http://www.cancerdiversity.asia/scCRLM,,,"Wu et al., Spatiotemporal immune landscape of colorectal cancer liver metastasis at single-cell level, Cancer Discov. (2022)",https://doi.org/10.1158/2159-8290.22540411.v1,2022,no,,
sudmeier2022_visium,Renal clear cell carcinoma with brain metastasis (RCC-BM) ST dataset,10X Visium,spatial transcriptomics,yes,human,brain,,,,GSE179572,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE179572&format=file,,"Sudmeier et al., Distinct phenotypic states and spatial distribution of CD8+ T cell clonotypes in human brain metastases, Cell Rep. Med. (2022)",https://doi.org/10.1016/j.xcrm.2022.100620,2022,no,,"also: PRJNA742564, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179572"
thymus_spatial_t_st,Thymus spatial transcriptomics dataset,BMKMANU ST03002,,yes,Mouse,Thymus,,,,GSE217664,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE217664&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
asp2019_unknown,Human Developing Heart (HDH),,,unknown,Human,Heart,,,,,,,"Asp et al., A spatiotemporal organ-wide gene expression and cell atlas of the developing human heart, Cell (2019)",https://doi.org/10.3410/f.737069523.793570461,2019,no,,
li2023_stereo,Zebrafish Embryo (ZE),Stereo-seq,spatial transcriptomics,yes,Zebrafish,Embryo,,,,https://zenodo.org/api/records/7674290,https://zenodo.org/api/records/7674290/files/methods.zip/content,,"Li et al., A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics, Nature Communications (2023)",https://doi.org/10.1038/s41467-023-37168-7,2023,no,,"accession 10.5281/zenodo.7674290 found in the original publication (sole accession in that paper), verified live"
ma2022_unknown,Human Pancreatic Ductal Adenocarcinoma (PDAC),,,unknown,Human,Pancreatic Ductal Adenocarcinoma,,,,,,,"Ma et al., Spatially informed cell-type deconvolution for spatial transcriptomics, Nature Biotechnology (2022)",https://doi.org/10.3410/f.742100545.793594050,2022,no,,
hybriss_hybiss_g_iss,HybRISS / HybISS gene panels and mouse brain dataset,In situ sequencing (ISS) / SIM microscopy,spatial transcriptomics,yes,mouse,coronal brain tissue sections,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
scpro_spatial_pr_st,SCPro spatial proteomics dataset,timsTOF Pro (dia-PASEF),,yes,Mouse,Pancreatic tumor (KP f/f C mouse model) and brain,,,,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD038882,,,,,,yes,,also: https://www.iprox.cn//page/SCV017.html?query=IPX0005555000original publication link unresolved (Crossref miss)
human_pdac_tissu_iss,Human PDAC tissue microarray mIHC imaging dataset,mIHC (TissueFAXS),spatial transcriptomics,unknown,Human,Pancreatic ductal adenocarcinoma (PDAC),,,,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD1424?query=S-BIAD1424,,,,,,yes,,original publication link unresolved (Crossref miss)
human_breast_can_visium_5,Human Breast Cancer block 1 sample (HBC1),10X Visium,spatial transcriptomics,yes,Human,Breast Cancer,,,,https://github.com/linhuawang/SEAGAL,,,,,,yes,,original publication link unresolved (Crossref miss)
jennings2015_visiumhd,Human Pancreas dataset,10x Visium HD,spatial transcriptomics,yes,human,pancreas,,,,,,,"Jennings et al., Human pancreas development, Development (2015)",https://doi.org/10.1016/bs.ctdb.2018.02.009,2015,no,,
eikrem2016_xenium,FFPE Human Renal Cell Carcinoma dataset,10x Xenium,spatial transcriptomics,yes,human,renal cell carcinoma,,,,,,,"Eikrem et al., Development and confirmation of potential gene classifiers of human clear cell renal cell carcinoma using next-generation RNA sequencing, Scand J Urol (2016)",https://doi.org/10.1080/21681805.2016.1238007,2016,no,,
uzquiano2022_slideseq,Human cortical organoid dataset,Slide-seq V2,spatial transcriptomics,yes,Human,Cortical organoid,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP1756/cortical-organoids-atlas,,,"Uzquiano et al., Proper acquisition of cell class identity in organoids allows definition of fate specification programs of the human cerebral cortex, Cell (2022)",https://doi.org/10.1016/j.cell.2022.09.010,2022,no,,
visium_spatial_t_visium_5,Visium spatial transcriptomics dataset,Visium,spatial transcriptomics,yes,mouse,stroke-injured cerebral cortex,,,,https://dataview.ncbi.nlm.nih.gov/object/PRJNA952594?reviewer=k4bk4puu65vkcq0qn0bv9g3ni6,,,,,,yes,,original publication link unresolved (Crossref miss)
dataset_12026_merfish,Dataset 1,MERFISH,spatial transcriptomics,yes,mouse,brain,,,,https://info.vizgen.com/mouse-brain-map,,,SCALE: unsupervised multiscale domain identification in spatial omics data,https://doi.org/10.1093/nar/gkaf1456,2026,yes,,
dataset_22026_visiumhd,Dataset 2,VisiumHD,spatial transcriptomics,yes,mouse,brain,,,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-brain-he-v4,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Brain/Visium_HD_Mouse_Brain_segmented_outputs.tar.gz,,SCALE: unsupervised multiscale domain identification in spatial omics data,https://doi.org/10.1093/nar/gkaf1456,2026,yes,,
dataset_32026_xenium,Dataset 3,Xenium,spatial transcriptomics,yes,mouse,brain,,,,https://www.10xgenomics.com/datasets/xenium-prime-fresh-frozen-mouse-brain,https://cf.10xgenomics.com/samples/xenium/3.0.0/Xenium_Prime_Mouse_Brain_Coronal_FF/Xenium_Prime_Mouse_Brain_Coronal_FF_xe_outs.zip,,SCALE: unsupervised multiscale domain identification in spatial omics data,https://doi.org/10.1093/nar/gkaf1456,2026,yes,,
sultana2025_xenium,Dataset 4,Xenium,spatial transcriptomics,yes,human,kidney,,,,https://doi.org/10.1101/2024.12.18.629206,,,"Sultana et al., Spatiotemporal interaction of immune and renal cells controls glomerular crescent formation in autoimmune kidney disease, Nat Immunol (2025)",https://doi.org/10.1038/s41590-025-02291-8,2025,no,,
bhuva2024_xenium,Human breast cancer Xenium dataset,Xenium,spatial transcriptomics,yes,mouse,brain,,,,https://www.bioconductor.org/packages/release/data/experiment/html/SubcellularSpatialData.html,,,"Bhuva et al., Library size confounds biology in spatial transcriptomics data, Genome Biol (2024)",https://doi.org/10.1186/s13059-024-03241-7,2024,no,,also: https://zenodo.org/records/10516814
yao2023_10x_genomics,Adult mouse brain scRNA-seq reference (whole adult mouse brain),10x Genomics Chromium v2,,unknown,mouse,brain,,,,,,,"Yao et al., A high-resolution transcriptomic and spatial atlas of cell types in the whole mouse brain, Nature (2023)",https://doi.org/10.1111/jnc.70406/v1/review1,2023,no,,
asp2019_10x_genomics,Developing human heart scRNA-seq reference,10x Genomics Chromium,,unknown,human,developing heart,,,,,,,"Asp et al., A spatiotemporal organ-wide gene expression and cell atlas of the developing human heart, Cell (2019)",https://doi.org/10.3410/f.737069523.793570461,2019,no,,
visium_visium,Visium,Visium,spatial transcriptomics,yes,Human,Medulloblastoma with extensive nodularity (MBEN) cryosections,,,,https://doi.org/10.5281/zenodo.10863259,https://zenodo.org/api/records/10863259/files/vz.re.xen_matched_bg-seg.rds/content,,,,,yes,,original publication link unresolved (Crossref miss)
ghasemi2024_chromium,snRNA-seq,Chromium,,unknown,Human,Medulloblastoma with extensive nodularity (MBEN),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239854,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE239854&format=file,,"Ghasemi et al., Compartments in medulloblastoma with extensive nodularity are connected through differentiation along the granular precursor lineage, Nat Commun (2024)",https://doi.org/10.1038/s41467-023-44117-x,2024,no,,
ghasemi2024_molecular_ca,Molecular Cartography,Molecular Cartography (MC),,unknown,Human,Medulloblastoma with extensive nodularity (MBEN),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247736,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE247736&format=file,,"Ghasemi et al., Compartments in medulloblastoma with extensive nodularity are connected through differentiation along the granular precursor lineage, Nat Commun (2024)",https://doi.org/10.1038/s41467-023-44117-x,2024,no,,
ghasemi2024_rnascope_hip,RNAscope HiPlex,RNAscope HiPlex,,yes,Human,Medulloblastoma with extensive nodularity (MBEN),,,,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD826,,,"Ghasemi et al., Compartments in medulloblastoma with extensive nodularity are connected through differentiation along the granular precursor lineage, Nat Commun (2024)",https://doi.org/10.1038/s41467-023-44117-x,2024,no,,
merscope_merscope_v1,Merscope,Merscope V1,,yes,Human,Medulloblastoma with extensive nodularity (MBEN) cryosections,,,,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD1093?query=S-BIAD1093,,,,,,yes,,original publication link unresolved (Crossref miss)
xenium_xenium,Xenium,Xenium Analyzer,spatial transcriptomics,yes,Human,Medulloblastoma with extensive nodularity (MBEN) cryosections,,,,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD1093?query=S-BIAD1093,,,,,,yes,,original publication link unresolved (Crossref miss)
dbit_seq_dataset_dbit,DBiT-seq dataset,DBiT-seq,spatial transcriptomics,yes,,,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137986,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE137986&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
kim2020_cosmx,NanoString_GSE,NanoString CosMx SMI,spatial transcriptomics,yes,,,,,,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/,,,"Kim et al., Single-cell RNA sequencing demonstrates the molecular and cellular reprogramming of metastatic lung adenocarcinoma, Nature communications (2020)",https://doi.org/10.1038/s41467-020-16164-1,2020,no,,
chatterjee2018_osmfish,osmFISH_AllenSSp,osmFISH,spatial transcriptomics,yes,,,,,,https://zenodo.org/records/3967291,https://zenodo.org/api/records/3967291/files/SpaGE%20Datasets.zip/content,,"Chatterjee et al., Nontoxic, double-deletion-mutant rabies viral vectors for retrograde targeting of projection neurons, Nature neuroscience (2018)",https://doi.org/10.3410/f.732793418.793543979,2018,no,,
tasic2018_osmfish,osmFISH_AllenVISp,osmFISH,spatial transcriptomics,yes,,,,,,https://zenodo.org/records/3967291,https://zenodo.org/api/records/3967291/files/SpaGE%20Datasets.zip/content,,"Tasic et al., Shared and distinct transcriptomic cell types across neocortical areas, Nature (2018)",,2018,no,,original publication link unresolved (Crossref miss)
zeisel2015_osmfish,osmFISH_Zeisel,osmFISH,spatial transcriptomics,yes,,,,,,https://zenodo.org/records/3967291,https://zenodo.org/api/records/3967291/files/SpaGE%20Datasets.zip/content,,"Zeisel et al., Cell types in the mouse cortex and hippocampus revealed by single-cell RNA-seq, Science (2015)",https://doi.org/10.3410/f.725363832.793504421,2015,no,,
tasic2018_singlecell_r,mouse VISp single-cell dataset,single-cell RNA-seq,,unknown,mouse,primary visual cortex,,,,,,,"Tasic et al., Shared and distinct transcriptomic cell types across neocortical areas, Nature (2018)",,2018,no,,original publication link unresolved (Crossref miss)
human_primary_mo2024_visium,human primary motor cortex (M1C) and anterior cingulate cortex (ACC) spatial transcriptome data,Visium,spatial transcriptomics,yes,human,primary motor cortex and anterior cingulate cortex,,,,HRA004425,,,Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics,https://doi.org/10.1038/s41467-024-47152-4,2024,yes,,
wang2024_visium,CROST human Visium datasets,Visium,spatial transcriptomics,yes,human,,,,,,,,"Wang et al., CROST: a comprehensive repository of spatial transcriptomics, Nucleic Acids Res (2024)",https://doi.org/10.1093/nar/gkad782,2024,no,,
cancer_transcrip_geomx,"Cancer Transcriptomic Atlas RNA panel dataset (DLE, LP, psoriasis, and control skin)",GeoMx,spatial transcriptomics,yes,human,"skin (DLE, LP, psoriasis, control skin)",,,,https://data.mendeley.com/datasets/bv5rph7w9h/1,,,,,,yes,,original publication link unresolved (Crossref miss)
t_cell_spatial_p_mass_spectro,T-cell spatial proteome dataset,Mass spectrometry / TMT labeling,,yes,Human,Jurkat T cells,,,,PXD029956,,,,,,yes,,original publication link unresolved (Crossref miss)
molecular_cartog_molecular_ca,Molecular Cartography spatial dataset of the adult fly head and body,Molecular Cartography (Resolve Biosciences),,yes,Drosophila melanogaster,head and body,,,,https://spatialfly.aertslab.org/,,,,,,yes,,original publication link unresolved (Crossref miss)
visium_prostate__visium,Visium prostate cancer data,Visium,spatial transcriptomics,yes,mouse,brain,,,,https://www.10xgenomics.com/resources/datasets/human-prostate-cancer-adenocarcinoma-with-invasive-carcinoma-ffpe-1standard-1-3-0,,,,,,yes,,also: https://www.10xgenomics.com/resources/datasets/mouse-brain-serial-section-1-sagittal-posterior-1-standard-1-1-0original publication link unresolved (Crossref miss)
10x_visium_mouse_visium,10X Visium mouse brain serial section 1 (sagittal-anterior),10x Visium,spatial transcriptomics,yes,Mouse,Anterior brain (sagittal),,,,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Breast_Cancer_Block_A_Section_1,,,,,,yes,,also: https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Mouse_Brain_Sagittal_Anteriororiginal publication link unresolved (Crossref miss)
lcm_scp_iss,LCM-ScP,LC-MS (Orbitrap Exploris 480) with Laser Capture Microdissection,spatial transcriptomics,unknown,Mouse,"Central and peripheral nervous system (cortex, substantia nigra pars compacta, cerebellum, gut myenteric plexus)",,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
c_g2p_liver_spat2025_visium,C-G2P liver spatial transcriptomics,10X Visium,spatial transcriptomics,yes,mouse,liver,,,,,,,Integrated in vivo combinatorial functional genomics and spatial transcriptomics of tumours to decode genotype-to-phenotype relationships,https://doi.org/10.1038/s41551-025-01437-1,2025,yes,GSE137385; GSE148379; zenodo.org/records/10986436,
gabitto2023_merfish,Seattle Alzheimer’s Disease Brain Cell Atlas (SEA-AD) dataset,MERFISH,spatial transcriptomics,yes,,middle temporal gyrus,,,,,,,"Gabitto et al., Integrated multimodal cell atlas of alzheimer’s disease, Research Square (2023)",https://doi.org/10.69645/tyxk1457,2023,no,,
human_liver_reje_imc,human liver rejection samples / biobank of human liver rejection samples,IMC,spatial proteomics,yes,human,liver,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
zabransky2023_imc,mouse HCC dataset / external IMC dataset containing 12 multiplexed images of liver tissues obtained from syngeneic mouse HCC models,IMC,spatial proteomics,yes,mouse,liver,,,,https://doi.org/10.1002/hep.32707,,,"Zabransky et al., Profiling of syngeneic mouse HCC tumor models as a framework to understand anti–PD-1 sensitive tumor microenvironments, Hepatology (2023)",https://doi.org/10.1002/hep.32707,2023,no,,
xun2023_visium,HER2-Amplified Invasive Ductal Carcinoma (IDC),10x Visium,spatial transcriptomics,yes,Human,Breast Cancer,,,,www.10xgenomics.com/datasets/human-breast-cancer-IDC,,,"Xun et al., Reconstruction of the tumor spatial microenvironment along the malignant-boundary-nonmalignant axis, Nat Commun (2023)",https://doi.org/10.1038/s41467-023-36560-7,2023,no,,
rahman2023_visium,Human Breast Cancer Ductal Carcinoma (BCDC),10x Visium,spatial transcriptomics,yes,Human,Breast Cancer,,,,www.10xgenomics.com/datasets/breast-cancer-FFPE,,,"Rahman et al., Scribbledom: using scribble-annotated histology images to identify domains in spatial transcriptomics data, Bioinformatics (2023)",https://doi.org/10.1093/bioinformatics/btad594,2023,no,,
breastcancerilc__xenium,BreastCancerILC and BreastCancerIDC,Xenium,spatial transcriptomics,yes,Human,Breast,,,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard/,https://cf.10xgenomics.com/samples/xenium/1.0.2/Xenium_V1_FFPE_Human_Breast_ILC/Xenium_V1_FFPE_Human_Breast_ILC_outs.zip,,,,,yes,,"also: https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard/, https://www.10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard/, https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast/original publication link unresolved (Crossref miss)"
in_house_breast__unknown,In-house breast cancer tissue data (Mixed DCIS cohort),,,unknown,Human,Breast (DCIS and adjacent invasive breast cancer),,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
human_post_lvad__visium,Human post-LVAD heart failure by Visium,Visium,spatial transcriptomics,yes,human,heart failure,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
human_bladder_ca_visiumhd_2,Human bladder cancer by Visium HD,Visium HD,spatial transcriptomics,yes,human,bladder cancer,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
tepe2018_visium,Mouse olfactory bulb by Visium,Visium,spatial transcriptomics,yes,mouse,olfactory bulb,,,,https://www.10xgenomics.com/resources/datasets/adult-mouse-olfactory-bulb-1-standard-1,https://cf.10xgenomics.com/samples/spatial-exp/2.0.0/Visium_Mouse_Olfactory_Bulb/Visium_Mouse_Olfactory_Bulb_filtered_feature_bc_matrix.tar.gz,,"Tepe et al., Single-Cell RNA-Seq of Mouse Olfactory Bulb Reveals Cellular Heterogeneity and Activity-Dependent Molecular Census of Adult-Born Neurons, Cell Rep (2018)",https://doi.org/10.1016/j.celrep.2018.11.034,2018,no,,
human_luminal_b_2025_10x_genomics,human Luminal B breast cancer dataset (BAS1 and BAS2),10X Genomics,,unknown,human,breast cancer,,,,,,,stGuide advances label transfer in spatial transcriptomics through attention-based supervised graph representation learning,https://doi.org/10.3389/fgene.2025.1566675,2025,yes,,
wu2021_unknown_2,human triple-negative breast cancer (TNBC) dataset (CID44971 and CID4465),,,unknown,human,breast cancer,,,,https://zenodo.org/records/4739739,https://zenodo.org/api/records/4739739/files/images.pdf/content,,"Wu et al., A single-cell and spatially resolved atlas of human breast cancers, Nat. Genet. (2021)",,2021,no,,original publication link unresolved (Crossref miss)
li2022_starmap,mouse medial prefrontal cortex dataset (STARmap_31 and STARmap_32),STARmap,spatial transcriptomics,yes,mouse,medial prefrontal cortex,,,,,,,"Li et al., Benchmarking spatial and single-cell transcriptomics integration methods for transcript distribution prediction and cell type deconvolution, Nat. Methods (2022)",https://doi.org/10.1038/s41592-022-01480-9,2022,no,,
vicari2024_sma,Mouse brain spatial RNA + metabolomics dataset,SMA,,yes,mouse,brain,,,,https://data.mendeley.com/datasets/w7nw4km7xd/1,,,"Vicari et al., Spatial multimodal analysis of transcriptomes and metabolomes in tissues, Nat. Biotechnol. (2024)",https://doi.org/10.1038/s41587-023-01937-y,2024,no,,
hildebrandt2021_st,Original ST (mouse liver dataset),Spatial Transcriptomics (ST),spatial transcriptomics,yes,mouse,liver,,,,https://zenodo.org/record/4399655,https://zenodo.org/api/records/4399655/files/Hepaquery_data.zip/content,,"Hildebrandt et al., Spatial Transcriptomics to define transcriptional patterns of zonation and structural components in the mouse liver, Nat Commun (2021)",https://doi.org/10.1038/s41467-021-27354-w,2021,no,,
nikopoulou2023_visium,10x Visium (mouse liver dataset),10x Visium,spatial transcriptomics,yes,mouse,liver,,,,,,,"Nikopoulou et al., Spatial and single-cell profiling of the metabolome, transcriptome and epigenome of the aging mouse liver, Nat Aging (2023)",https://doi.org/10.1038/s43587-023-00513-y,2023,no,10.5281/zenodo.5986130; 10.6084/m9.figshare.8286230.,
wirth2023_dbit,xDBiT-Seq (mouse liver dataset),DBiT-seq,spatial transcriptomics,yes,mouse,liver,,,,,,,"Wirth et al., Spatial transcriptomics using multiplexed deterministic barcoding in tissue, Nat Commun (2023)",https://doi.org/10.1101/2022.08.30.505834,2023,no,,
xu2024_stereo,Stereo-Seq (mouse liver dataset),Stereo-Seq,spatial transcriptomics,yes,mouse,liver,,,,,,,"Xu et al., A spatiotemporal atlas of mouse liver homeostasis and regeneration, Nat Genet (2024)",,2024,no,,original publication link unresolved (Crossref miss)
kim2024_seqscope,Seq-Scope NOVASEQ (mouse liver dataset),Seq-Scope,,unknown,mouse,liver,,,,,,,"Kim et al., Seq-Scope: repurposing Illumina sequencing flow cells for high-resolution spatial transcriptomics, Nat Protoc (2024)",,2024,no,,original publication link unresolved (Crossref miss)
seq_scope_x_live_seqscopex,Seq-Scope-X liver dataset,Seq-Scope-X,,unknown,mouse,liver,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
